"R.native","Desc","Bytestring","status","OriginalOrder"
"👩🏼‍❤‍💋‍👩🏻","Kiss:_Woman,_Woman,_Medium-Light_Skin_Tone,_Light_Skin_Tone","1F469 1F3FC 200D 2764 200D 1F48B 200D 1F469 1F3FB","minimally-qualified",3378
"👩🏻‍❤‍💋‍👩🏿","Kiss:_Woman,_Woman,_Light_Skin_Tone,_Dark_Skin_Tone","1F469 1F3FB 200D 2764 200D 1F48B 200D 1F469 1F3FF","minimally-qualified",3376
"👩🏻‍❤‍💋‍👩🏾","Kiss:_Woman,_Woman,_Light_Skin_Tone,_Medium-Dark_Skin_Tone","1F469 1F3FB 200D 2764 200D 1F48B 200D 1F469 1F3FE","minimally-qualified",3374
"👩🏻‍❤‍💋‍👩🏽","Kiss:_Woman,_Woman,_Light_Skin_Tone,_Medium_Skin_Tone","1F469 1F3FB 200D 2764 200D 1F48B 200D 1F469 1F3FD","minimally-qualified",3372
"👩🏻‍❤‍💋‍👩🏼","Kiss:_Woman,_Woman,_Light_Skin_Tone,_Medium-Light_Skin_Tone","1F469 1F3FB 200D 2764 200D 1F48B 200D 1F469 1F3FC","minimally-qualified",3370
"👩🏻‍❤‍💋‍👩🏻","Kiss:_Woman,_Woman,_Light_Skin_Tone","1F469 1F3FB 200D 2764 200D 1F48B 200D 1F469 1F3FB","minimally-qualified",3368
"👨🏿‍❤‍💋‍👨🏿","Kiss:_Man,_Man,_Dark_Skin_Tone","1F468 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FF","minimally-qualified",3364
"👨🏿‍❤‍💋‍👨🏾","Kiss:_Man,_Man,_Dark_Skin_Tone,_Medium-Dark_Skin_Tone","1F468 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FE","minimally-qualified",3362
"👨🏿‍❤‍💋‍👨🏽","Kiss:_Man,_Man,_Dark_Skin_Tone,_Medium_Skin_Tone","1F468 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FD","minimally-qualified",3360
"👨🏿‍❤‍💋‍👨🏼","Kiss:_Man,_Man,_Dark_Skin_Tone,_Medium-Light_Skin_Tone","1F468 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FC","minimally-qualified",3358
"👨🏿‍❤‍💋‍👨🏻","Kiss:_Man,_Man,_Dark_Skin_Tone,_Light_Skin_Tone","1F468 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FB","minimally-qualified",3356
"👨🏾‍❤‍💋‍👨🏿","Kiss:_Man,_Man,_Medium-Dark_Skin_Tone,_Dark_Skin_Tone","1F468 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FF","minimally-qualified",3354
"👨🏾‍❤‍💋‍👨🏾","Kiss:_Man,_Man,_Medium-Dark_Skin_Tone","1F468 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FE","minimally-qualified",3352
"👨🏾‍❤‍💋‍👨🏽","Kiss:_Man,_Man,_Medium-Dark_Skin_Tone,_Medium_Skin_Tone","1F468 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FD","minimally-qualified",3350
"👨🏾‍❤‍💋‍👨🏼","Kiss:_Man,_Man,_Medium-Dark_Skin_Tone,_Medium-Light_Skin_Tone","1F468 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FC","minimally-qualified",3348
"👨🏾‍❤‍💋‍👨🏻","Kiss:_Man,_Man,_Medium-Dark_Skin_Tone,_Light_Skin_Tone","1F468 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FB","minimally-qualified",3346
"👨🏽‍❤‍💋‍👨🏿","Kiss:_Man,_Man,_Medium_Skin_Tone,_Dark_Skin_Tone","1F468 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FF","minimally-qualified",3344
"👨🏽‍❤‍💋‍👨🏾","Kiss:_Man,_Man,_Medium_Skin_Tone,_Medium-Dark_Skin_Tone","1F468 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FE","minimally-qualified",3342
"👨🏽‍❤‍💋‍👨🏽","Kiss:_Man,_Man,_Medium_Skin_Tone","1F468 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FD","minimally-qualified",3340
"👨🏽‍❤‍💋‍👨🏼","Kiss:_Man,_Man,_Medium_Skin_Tone,_Medium-Light_Skin_Tone","1F468 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FC","minimally-qualified",3338
"👨🏽‍❤‍💋‍👨🏻","Kiss:_Man,_Man,_Medium_Skin_Tone,_Light_Skin_Tone","1F468 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FB","minimally-qualified",3336
"👨🏼‍❤‍💋‍👨🏿","Kiss:_Man,_Man,_Medium-Light_Skin_Tone,_Dark_Skin_Tone","1F468 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FF","minimally-qualified",3334
"👨🏼‍❤‍💋‍👨🏾","Kiss:_Man,_Man,_Medium-Light_Skin_Tone,_Medium-Dark_Skin_Tone","1F468 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FE","minimally-qualified",3332
"👨🏼‍❤‍💋‍👨🏽","Kiss:_Man,_Man,_Medium-Light_Skin_Tone,_Medium_Skin_Tone","1F468 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FD","minimally-qualified",3330
"👨🏼‍❤‍💋‍👨🏼","Kiss:_Man,_Man,_Medium-Light_Skin_Tone","1F468 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FC","minimally-qualified",3328
"👨🏼‍❤‍💋‍👨🏻","Kiss:_Man,_Man,_Medium-Light_Skin_Tone,_Light_Skin_Tone","1F468 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FB","minimally-qualified",3326
"👨🏻‍❤‍💋‍👨🏿","Kiss:_Man,_Man,_Light_Skin_Tone,_Dark_Skin_Tone","1F468 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FF","minimally-qualified",3324
"👨🏻‍❤‍💋‍👨🏾","Kiss:_Man,_Man,_Light_Skin_Tone,_Medium-Dark_Skin_Tone","1F468 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FE","minimally-qualified",3322
"👨🏻‍❤‍💋‍👨🏽","Kiss:_Man,_Man,_Light_Skin_Tone,_Medium_Skin_Tone","1F468 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FD","minimally-qualified",3320
"👨🏻‍❤‍💋‍👨🏼","Kiss:_Man,_Man,_Light_Skin_Tone,_Medium-Light_Skin_Tone","1F468 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FC","minimally-qualified",3318
"👨🏻‍❤‍💋‍👨🏻","Kiss:_Man,_Man,_Light_Skin_Tone","1F468 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FB","minimally-qualified",3316
"👩🏿‍❤‍💋‍👨🏿","Kiss:_Woman,_Man,_Dark_Skin_Tone","1F469 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FF","minimally-qualified",3312
"👩🏿‍❤‍💋‍👨🏾","Kiss:_Woman,_Man,_Dark_Skin_Tone,_Medium-Dark_Skin_Tone","1F469 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FE","minimally-qualified",3310
"👩🏿‍❤‍💋‍👨🏽","Kiss:_Woman,_Man,_Dark_Skin_Tone,_Medium_Skin_Tone","1F469 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FD","minimally-qualified",3308
"👩🏿‍❤‍💋‍👨🏼","Kiss:_Woman,_Man,_Dark_Skin_Tone,_Medium-Light_Skin_Tone","1F469 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FC","minimally-qualified",3306
"👩🏿‍❤‍💋‍👨🏻","Kiss:_Woman,_Man,_Dark_Skin_Tone,_Light_Skin_Tone","1F469 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FB","minimally-qualified",3304
"👩🏾‍❤‍💋‍👨🏿","Kiss:_Woman,_Man,_Medium-Dark_Skin_Tone,_Dark_Skin_Tone","1F469 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FF","minimally-qualified",3302
"👩🏾‍❤‍💋‍👨🏾","Kiss:_Woman,_Man,_Medium-Dark_Skin_Tone","1F469 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FE","minimally-qualified",3300
"👩🏾‍❤‍💋‍👨🏽","Kiss:_Woman,_Man,_Medium-Dark_Skin_Tone,_Medium_Skin_Tone","1F469 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FD","minimally-qualified",3298
"👩🏾‍❤‍💋‍👨🏼","Kiss:_Woman,_Man,_Medium-Dark_Skin_Tone,_Medium-Light_Skin_Tone","1F469 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FC","minimally-qualified",3296
"👩🏾‍❤‍💋‍👨🏻","Kiss:_Woman,_Man,_Medium-Dark_Skin_Tone,_Light_Skin_Tone","1F469 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FB","minimally-qualified",3294
"👩🏽‍❤‍💋‍👨🏿","Kiss:_Woman,_Man,_Medium_Skin_Tone,_Dark_Skin_Tone","1F469 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FF","minimally-qualified",3292
"👩🏽‍❤‍💋‍👨🏾","Kiss:_Woman,_Man,_Medium_Skin_Tone,_Medium-Dark_Skin_Tone","1F469 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FE","minimally-qualified",3290
"👩🏽‍❤‍💋‍👨🏽","Kiss:_Woman,_Man,_Medium_Skin_Tone","1F469 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FD","minimally-qualified",3288
"👩🏽‍❤‍💋‍👨🏼","Kiss:_Woman,_Man,_Medium_Skin_Tone,_Medium-Light_Skin_Tone","1F469 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FC","minimally-qualified",3286
"👩🏽‍❤‍💋‍👨🏻","Kiss:_Woman,_Man,_Medium_Skin_Tone,_Light_Skin_Tone","1F469 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FB","minimally-qualified",3284
"👩🏼‍❤‍💋‍👨🏿","Kiss:_Woman,_Man,_Medium-Light_Skin_Tone,_Dark_Skin_Tone","1F469 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FF","minimally-qualified",3282
"👩🏼‍❤‍💋‍👨🏾","Kiss:_Woman,_Man,_Medium-Light_Skin_Tone,_Medium-Dark_Skin_Tone","1F469 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FE","minimally-qualified",3280
"👩🏼‍❤‍💋‍👨🏽","Kiss:_Woman,_Man,_Medium-Light_Skin_Tone,_Medium_Skin_Tone","1F469 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FD","minimally-qualified",3278
"👩🏼‍❤‍💋‍👨🏼","Kiss:_Woman,_Man,_Medium-Light_Skin_Tone","1F469 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FC","minimally-qualified",3276
"👩🏼‍❤‍💋‍👨🏻","Kiss:_Woman,_Man,_Medium-Light_Skin_Tone,_Light_Skin_Tone","1F469 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FB","minimally-qualified",3274
"👩🏻‍❤‍💋‍👨🏿","Kiss:_Woman,_Man,_Light_Skin_Tone,_Dark_Skin_Tone","1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FF","minimally-qualified",3272
"👩🏻‍❤‍💋‍👨🏾","Kiss:_Woman,_Man,_Light_Skin_Tone,_Medium-Dark_Skin_Tone","1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FE","minimally-qualified",3270
"👩🏻‍❤‍💋‍👨🏽","Kiss:_Woman,_Man,_Light_Skin_Tone,_Medium_Skin_Tone","1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FD","minimally-qualified",3268
"👩🏻‍❤‍💋‍👨🏼","Kiss:_Woman,_Man,_Light_Skin_Tone,_Medium-Light_Skin_Tone","1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FC","minimally-qualified",3266
"👩🏻‍❤‍💋‍👨🏻","Kiss:_Woman,_Man,_Light_Skin_Tone","1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FB","minimally-qualified",3264
"🧑🏿‍❤‍💋‍🧑🏾","Kiss:_Person,_Person,_Dark_Skin_Tone,_Medium-Dark_Skin_Tone","1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FE","minimally-qualified",3260
"🧑🏿‍❤‍💋‍🧑🏽","Kiss:_Person,_Person,_Dark_Skin_Tone,_Medium_Skin_Tone","1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FD","minimally-qualified",3258
"🧑🏿‍❤‍💋‍🧑🏼","Kiss:_Person,_Person,_Dark_Skin_Tone,_Medium-Light_Skin_Tone","1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FC","minimally-qualified",3256
"🧑🏿‍❤‍💋‍🧑🏻","Kiss:_Person,_Person,_Dark_Skin_Tone,_Light_Skin_Tone","1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FB","minimally-qualified",3254
"🧑🏾‍❤‍💋‍🧑🏿","Kiss:_Person,_Person,_Medium-Dark_Skin_Tone,_Dark_Skin_Tone","1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FF","minimally-qualified",3252
"🧑🏾‍❤‍💋‍🧑🏽","Kiss:_Person,_Person,_Medium-Dark_Skin_Tone,_Medium_Skin_Tone","1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FD","minimally-qualified",3250
"🧑🏾‍❤‍💋‍🧑🏼","Kiss:_Person,_Person,_Medium-Dark_Skin_Tone,_Medium-Light_Skin_Tone","1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FC","minimally-qualified",3248
"🧑🏾‍❤‍💋‍🧑🏻","Kiss:_Person,_Person,_Medium-Dark_Skin_Tone,_Light_Skin_Tone","1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FB","minimally-qualified",3246
"🧑🏽‍❤‍💋‍🧑🏿","Kiss:_Person,_Person,_Medium_Skin_Tone,_Dark_Skin_Tone","1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FF","minimally-qualified",3244
"🧑🏽‍❤‍💋‍🧑🏾","Kiss:_Person,_Person,_Medium_Skin_Tone,_Medium-Dark_Skin_Tone","1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FE","minimally-qualified",3242
"🧑🏽‍❤‍💋‍🧑🏼","Kiss:_Person,_Person,_Medium_Skin_Tone,_Medium-Light_Skin_Tone","1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FC","minimally-qualified",3240
"🧑🏽‍❤‍💋‍🧑🏻","Kiss:_Person,_Person,_Medium_Skin_Tone,_Light_Skin_Tone","1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FB","minimally-qualified",3238
"🧑🏼‍❤‍💋‍🧑🏿","Kiss:_Person,_Person,_Medium-Light_Skin_Tone,_Dark_Skin_Tone","1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FF","minimally-qualified",3236
"🧑🏼‍❤‍💋‍🧑🏾","Kiss:_Person,_Person,_Medium-Light_Skin_Tone,_Medium-Dark_Skin_Tone","1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FE","minimally-qualified",3234
"🧑🏼‍❤‍💋‍🧑🏽","Kiss:_Person,_Person,_Medium-Light_Skin_Tone,_Medium_Skin_Tone","1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FD","minimally-qualified",3232
"🧑🏼‍❤‍💋‍🧑🏻","Kiss:_Person,_Person,_Medium-Light_Skin_Tone,_Light_Skin_Tone","1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FB","minimally-qualified",3230
"🧑🏻‍❤‍💋‍🧑🏿","Kiss:_Person,_Person,_Light_Skin_Tone,_Dark_Skin_Tone","1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FF","minimally-qualified",3228
"🧑🏻‍❤‍💋‍🧑🏾","Kiss:_Person,_Person,_Light_Skin_Tone,_Medium-Dark_Skin_Tone","1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FE","minimally-qualified",3226
"🧑🏻‍❤‍💋‍🧑🏽","Kiss:_Person,_Person,_Light_Skin_Tone,_Medium_Skin_Tone","1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FD","minimally-qualified",3224
"🧑🏻‍❤‍💋‍🧑🏼","Kiss:_Person,_Person,_Light_Skin_Tone,_Medium-Light_Skin_Tone","1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FC","minimally-qualified",3222
"👩🏿‍❤️‍👩🏿","Couple_With_Heart:_Woman,_Woman,_Dark_Skin_Tone","1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FF","fully-qualified",3617
"👩🏿‍❤️‍👩🏾","Couple_With_Heart:_Woman,_Woman,_Dark_Skin_Tone,_Medium-Dark_Skin_Tone","1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FE","fully-qualified",3615
"👩🏿‍❤️‍👩🏽","Couple_With_Heart:_Woman,_Woman,_Dark_Skin_Tone,_Medium_Skin_Tone","1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FD","fully-qualified",3613
"👩🏿‍❤️‍👩🏼","Couple_With_Heart:_Woman,_Woman,_Dark_Skin_Tone,_Medium-Light_Skin_Tone","1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FC","fully-qualified",3611
"👩🏿‍❤️‍👩🏻","Couple_With_Heart:_Woman,_Woman,_Dark_Skin_Tone,_Light_Skin_Tone","1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FB","fully-qualified",3609
"👩🏾‍❤️‍👩🏿","Couple_With_Heart:_Woman,_Woman,_Medium-Dark_Skin_Tone,_Dark_Skin_Tone","1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FF","fully-qualified",3607
"👩🏾‍❤️‍👩🏾","Couple_With_Heart:_Woman,_Woman,_Medium-Dark_Skin_Tone","1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FE","fully-qualified",3605
"👩🏾‍❤️‍👩🏽","Couple_With_Heart:_Woman,_Woman,_Medium-Dark_Skin_Tone,_Medium_Skin_Tone","1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FD","fully-qualified",3603
"👩🏾‍❤️‍👩🏼","Couple_With_Heart:_Woman,_Woman,_Medium-Dark_Skin_Tone,_Medium-Light_Skin_Tone","1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FC","fully-qualified",3601
"👩🏾‍❤️‍👩🏻","Couple_With_Heart:_Woman,_Woman,_Medium-Dark_Skin_Tone,_Light_Skin_Tone","1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FB","fully-qualified",3599
"👩🏽‍❤️‍👩🏿","Couple_With_Heart:_Woman,_Woman,_Medium_Skin_Tone,_Dark_Skin_Tone","1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FF","fully-qualified",3597
"👩🏽‍❤️‍👩🏾","Couple_With_Heart:_Woman,_Woman,_Medium_Skin_Tone,_Medium-Dark_Skin_Tone","1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FE","fully-qualified",3595
"👩🏽‍❤️‍👩🏽","Couple_With_Heart:_Woman,_Woman,_Medium_Skin_Tone","1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FD","fully-qualified",3593
"👩🏽‍❤️‍👩🏼","Couple_With_Heart:_Woman,_Woman,_Medium_Skin_Tone,_Medium-Light_Skin_Tone","1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FC","fully-qualified",3591
"👩🏽‍❤️‍👩🏻","Couple_With_Heart:_Woman,_Woman,_Medium_Skin_Tone,_Light_Skin_Tone","1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FB","fully-qualified",3589
"👩🏼‍❤️‍👩🏿","Couple_With_Heart:_Woman,_Woman,_Medium-Light_Skin_Tone,_Dark_Skin_Tone","1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FF","fully-qualified",3587
"👩🏼‍❤️‍👩🏾","Couple_With_Heart:_Woman,_Woman,_Medium-Light_Skin_Tone,_Medium-Dark_Skin_Tone","1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FE","fully-qualified",3585
"👩🏼‍❤️‍👩🏽","Couple_With_Heart:_Woman,_Woman,_Medium-Light_Skin_Tone,_Medium_Skin_Tone","1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FD","fully-qualified",3583
"👩🏼‍❤️‍👩🏼","Couple_With_Heart:_Woman,_Woman,_Medium-Light_Skin_Tone","1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FC","fully-qualified",3581
"👩🏼‍❤️‍👩🏻","Couple_With_Heart:_Woman,_Woman,_Medium-Light_Skin_Tone,_Light_Skin_Tone","1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FB","fully-qualified",3579
"👩🏻‍❤️‍👩🏿","Couple_With_Heart:_Woman,_Woman,_Light_Skin_Tone,_Dark_Skin_Tone","1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FF","fully-qualified",3577
"👩🏻‍❤️‍👩🏾","Couple_With_Heart:_Woman,_Woman,_Light_Skin_Tone,_Medium-Dark_Skin_Tone","1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FE","fully-qualified",3575
"👩🏻‍❤️‍👩🏽","Couple_With_Heart:_Woman,_Woman,_Light_Skin_Tone,_Medium_Skin_Tone","1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FD","fully-qualified",3573
"👩🏻‍❤️‍👩🏼","Couple_With_Heart:_Woman,_Woman,_Light_Skin_Tone,_Medium-Light_Skin_Tone","1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FC","fully-qualified",3571
"👩🏻‍❤️‍👩🏻","Couple_With_Heart:_Woman,_Woman,_Light_Skin_Tone","1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FB","fully-qualified",3569
"👨🏿‍❤️‍👨🏿","Couple_With_Heart:_Man,_Man,_Dark_Skin_Tone","1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FF","fully-qualified",3565
"👨🏿‍❤️‍👨🏾","Couple_With_Heart:_Man,_Man,_Dark_Skin_Tone,_Medium-Dark_Skin_Tone","1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FE","fully-qualified",3563
"👨🏿‍❤️‍👨🏽","Couple_With_Heart:_Man,_Man,_Dark_Skin_Tone,_Medium_Skin_Tone","1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FD","fully-qualified",3561
"👨🏿‍❤️‍👨🏼","Couple_With_Heart:_Man,_Man,_Dark_Skin_Tone,_Medium-Light_Skin_Tone","1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FC","fully-qualified",3559
"👨🏿‍❤️‍👨🏻","Couple_With_Heart:_Man,_Man,_Dark_Skin_Tone,_Light_Skin_Tone","1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FB","fully-qualified",3557
"👨🏾‍❤️‍👨🏿","Couple_With_Heart:_Man,_Man,_Medium-Dark_Skin_Tone,_Dark_Skin_Tone","1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FF","fully-qualified",3555
"👨🏾‍❤️‍👨🏾","Couple_With_Heart:_Man,_Man,_Medium-Dark_Skin_Tone","1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FE","fully-qualified",3553
"👨🏾‍❤️‍👨🏽","Couple_With_Heart:_Man,_Man,_Medium-Dark_Skin_Tone,_Medium_Skin_Tone","1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FD","fully-qualified",3551
"👨🏾‍❤️‍👨🏼","Couple_With_Heart:_Man,_Man,_Medium-Dark_Skin_Tone,_Medium-Light_Skin_Tone","1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FC","fully-qualified",3549
"👨🏾‍❤️‍👨🏻","Couple_With_Heart:_Man,_Man,_Medium-Dark_Skin_Tone,_Light_Skin_Tone","1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FB","fully-qualified",3547
"👨🏽‍❤️‍👨🏿","Couple_With_Heart:_Man,_Man,_Medium_Skin_Tone,_Dark_Skin_Tone","1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FF","fully-qualified",3545
"👨🏽‍❤️‍👨🏾","Couple_With_Heart:_Man,_Man,_Medium_Skin_Tone,_Medium-Dark_Skin_Tone","1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FE","fully-qualified",3543
"👨🏽‍❤️‍👨🏽","Couple_With_Heart:_Man,_Man,_Medium_Skin_Tone","1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FD","fully-qualified",3541
"👨🏽‍❤️‍👨🏼","Couple_With_Heart:_Man,_Man,_Medium_Skin_Tone,_Medium-Light_Skin_Tone","1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FC","fully-qualified",3539
"👨🏽‍❤️‍👨🏻","Couple_With_Heart:_Man,_Man,_Medium_Skin_Tone,_Light_Skin_Tone","1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FB","fully-qualified",3537
"👨🏼‍❤️‍👨🏿","Couple_With_Heart:_Man,_Man,_Medium-Light_Skin_Tone,_Dark_Skin_Tone","1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FF","fully-qualified",3535
"👨🏼‍❤️‍👨🏾","Couple_With_Heart:_Man,_Man,_Medium-Light_Skin_Tone,_Medium-Dark_Skin_Tone","1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FE","fully-qualified",3533
"👨🏼‍❤️‍👨🏽","Couple_With_Heart:_Man,_Man,_Medium-Light_Skin_Tone,_Medium_Skin_Tone","1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FD","fully-qualified",3531
"👨🏼‍❤️‍👨🏼","Couple_With_Heart:_Man,_Man,_Medium-Light_Skin_Tone","1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FC","fully-qualified",3529
"👨🏼‍❤️‍👨🏻","Couple_With_Heart:_Man,_Man,_Medium-Light_Skin_Tone,_Light_Skin_Tone","1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FB","fully-qualified",3527
"👨🏻‍❤️‍👨🏿","Couple_With_Heart:_Man,_Man,_Light_Skin_Tone,_Dark_Skin_Tone","1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FF","fully-qualified",3525
"👨🏻‍❤️‍👨🏾","Couple_With_Heart:_Man,_Man,_Light_Skin_Tone,_Medium-Dark_Skin_Tone","1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FE","fully-qualified",3523
"👨🏻‍❤️‍👨🏽","Couple_With_Heart:_Man,_Man,_Light_Skin_Tone,_Medium_Skin_Tone","1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FD","fully-qualified",3521
"👨🏻‍❤️‍👨🏼","Couple_With_Heart:_Man,_Man,_Light_Skin_Tone,_Medium-Light_Skin_Tone","1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FC","fully-qualified",3519
"👨🏻‍❤️‍👨🏻","Couple_With_Heart:_Man,_Man,_Light_Skin_Tone","1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FB","fully-qualified",3517
"👩🏿‍❤️‍👨🏿","Couple_With_Heart:_Woman,_Man,_Dark_Skin_Tone","1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FF","fully-qualified",3513
